date,hour,NO,NO2,NOx,O3
2014-11-17,2,1,5,5,51
2014-11-17,3,,,,39
2014-11-17,4,1,12,13,
2014-11-17,5,1,14,15,19
2014-11-17,6,1,10,10,27
2014-11-17,7,1,7,8,32
2014-11-17,8,1,13,14,27
2014-11-17,9,1,15,16,29
2014-11-17,10,1,13,14,45
2014-11-17,11,1,14,15,50
2014-11-17,12,3,23,27,38
2014-11-17,13,2,22,25,40
2014-11-17,14,1,20,23,44
2014-11-17,15,2,25,29,35
2014-11-17,16,1,25,28,28
2014-11-17,17,1,19,19,34
2014-11-17,18,1,8,9,54
2014-11-17,19,1,7,7,56
2014-11-17,20,1,14,15,49
2014-11-17,21,1,12,13,48
2014-11-17,22,1,5,5,60
2014-11-17,23,1,2,2,59
2014-11-17,24,1,4,5,56
2014-11-18,1,1,2,2,65
2014-11-18,2,1,2,2,63
2014-11-18,3,,,,58
2014-11-18,4,1,5,6,
2014-11-18,5,1,7,8,43
2014-11-18,6,1,16,16,32
2014-11-18,7,1,10,11,42
2014-11-18,8,1,12,13,38
2014-11-18,9,1,17,20,30
2014-11-18,10,4,15,21,32
2014-11-18,11,3,12,17,41
2014-11-18,12,2,10,14,47
2014-11-18,13,1,10,13,50
2014-11-18,14,1,10,12,51
2014-11-18,15,1,12,14,49
2014-11-18,16,1,12,14,48
2014-11-18,17,5,26,34,23
2014-11-18,18,2,22,26,11
2014-11-18,19,1,21,24,11
2014-11-18,20,7,30,42,2
2014-11-18,21,5,36,44,2
2014-11-18,22,4,26,33,2
2014-11-18,23,1,16,18,9
2014-11-18,24,1,14,15,13
2014-11-19,1,1,13,14,9
2014-11-19,2,1,13,15,7
2014-11-19,3,,,,11
2014-11-19,4,1,12,13,
2014-11-19,5,1,14,15,10
2014-11-19,6,1,8,9,12
2014-11-19,7,2,10,14,8
2014-11-19,8,7,14,25,6
2014-11-19,9,17,22,49,6
2014-11-19,10,26,28,68,10
2014-11-19,11,26,27,67,12
2014-11-19,12,23,24,59,14
2014-11-19,13,16,22,46,18
2014-11-19,14,10,21,37,21
2014-11-19,15,9,23,37,19
2014-11-19,16,8,28,40,15
2014-11-19,17,11,32,48,6
2014-11-19,18,18,29,56,2
2014-11-19,19,15,29,52,2
2014-11-19,20,16,31,55,2
2014-11-19,21,14,31,51,2
2014-11-19,22,12,30,48,2
2014-11-19,23,7,26,38,2
2014-11-19,24,4,22,28,2
2014-11-20,1,4,17,24,2
2014-11-20,2,9,15,29,2
2014-11-20,3,,,,2
2014-11-20,4,15,19,43,
2014-11-20,5,20,21,52,2
2014-11-20,6,25,24,63,2
2014-11-20,7,28,24,67,2
2014-11-20,8,33,24,75,2
2014-11-20,9,42,24,87,2
2014-11-20,10,40,22,83,2
2014-11-20,11,35,24,78,4
2014-11-20,12,43,30,95,6
2014-11-20,13,36,31,86,8
2014-11-20,14,38,37,96,6
2014-11-20,15,,,,
2014-11-20,16,24,38,74,6
2014-11-20,17,31,37,83,2
2014-11-20,18,35,27,81,2
2014-11-20,19,27,25,67,2
2014-11-20,20,23,25,61,2
2014-11-20,21,23,24,59,2
2014-11-20,22,17,24,50,2
2014-11-20,23,11,25,42,2
2014-11-20,24,9,25,40,2
2014-11-21,1,9,21,35,2
2014-11-21,2,19,15,43,2
2014-11-21,3,,,,2
2014-11-21,4,24,16,53,
2014-11-21,5,23,14,50,2
2014-11-21,6,19,12,41,2
2014-11-21,7,21,12,45,2
2014-11-21,8,27,15,55,2
2014-11-21,9,38,15,74,2
2014-11-21,10,41,18,81,2
2014-11-21,11,70,38,145,4
2014-11-21,12,54,46,130,7
2014-11-21,13,27,35,77,12
2014-11-21,14,4,16,23,28
2014-11-21,15,12,33,51,17
2014-11-21,16,12,41,59,10
2014-11-21,17,28,43,87,2
2014-11-21,18,27,39,81,2
2014-11-21,19,20,34,66,2
2014-11-21,20,20,33,64,2
2014-11-21,21,21,33,65,2
2014-11-21,22,18,32,59,2
2014-11-21,23,13,31,50,2
2014-11-21,24,9,28,42,2
2014-11-22,1,5,24,31,2
2014-11-22,2,3,19,24,2
2014-11-22,3,,,,2
2014-11-22,4,2,14,17,
2014-11-22,5,1,12,15,2
2014-11-22,6,3,12,17,2
2014-11-22,7,4,14,20,2
2014-11-22,8,13,16,36,2
2014-11-22,9,16,14,39,4
2014-11-22,10,14,13,35,6
2014-11-22,11,12,18,37,13
2014-11-22,12,19,27,56,16
2014-11-22,13,13,26,45,22
2014-11-22,14,7,24,34,31
2014-11-22,15,5,23,30,36
2014-11-22,16,1,19,21,39
2014-11-22,17,7,32,43,13
2014-11-22,18,5,35,44,4
2014-11-22,19,4,33,40,2
2014-11-22,20,6,31,40,2
2014-11-22,21,6,28,38,2
2014-11-22,22,7,25,36,2
2014-11-22,23,4,21,27,4
2014-11-22,24,3,19,24,4
2014-11-23,1,1,19,22,5
2014-11-23,2,6,18,28,2
2014-11-23,3,,,,2
2014-11-23,4,3,13,17,
2014-11-23,5,3,13,18,2
2014-11-23,6,4,12,17,2
2014-11-23,7,2,11,15,2
2014-11-23,8,4,9,16,2
2014-11-23,9,9,11,24,4
2014-11-23,10,12,18,36,6
2014-11-23,11,13,16,35,8
2014-11-23,12,15,22,44,15
2014-11-23,13,12,29,47,15
2014-11-23,14,12,32,51,15
2014-11-23,15,10,28,44,17
2014-11-23,16,9,30,43,11
2014-11-23,17,14,33,54,2
2014-11-23,18,19,28,56,2
2014-11-23,19,12,25,44,2
2014-11-23,20,15,26,48,2
2014-11-23,21,11,25,42,2
2014-11-23,22,12,24,42,2
2014-11-23,23,10,24,39,2
2014-11-23,24,18,18,45,2
2014-11-24,1,22,16,50,2
2014-11-24,2,20,16,46,2
2014-11-24,3,,,,2
2014-11-24,4,1,20,22,
2014-11-24,5,4,17,24,2
2014-11-24,6,20,12,44,2
2014-11-24,7,21,13,46,2
2014-11-24,8,32,17,65,2
2014-11-24,9,46,18,89,2
2014-11-24,10,49,25,101,2
2014-11-24,11,82,45,171,4
2014-11-24,12,48,39,113,5
2014-11-24,13,46,41,111,5
2014-11-24,14,44,43,110,4
2014-11-24,15,38,43,100,5
2014-11-24,16,36,42,97,2
2014-11-24,17,40,40,101,2
2014-11-24,18,54,30,113,2
2014-11-24,19,50,26,103,2
2014-11-24,20,44,27,94,2
2014-11-24,21,42,26,90,2
2014-11-24,22,35,22,76,2
2014-11-24,23,53,22,103,2
2014-11-24,24,29,16,61,2
2014-11-25,1,36,16,71,2
2014-11-25,2,39,14,74,2
2014-11-25,3,,,,2
2014-11-25,4,31,16,64,
2014-11-25,5,19,22,50,2
2014-11-25,6,29,20,65,2
2014-11-25,7,32,20,70,2
2014-11-25,8,33,17,67,2
2014-11-25,9,44,19,87,2
2014-11-25,10,36,28,84,4
2014-11-25,11,34,34,86,5
2014-11-25,12,29,41,85,10
2014-11-25,13,23,47,82,14
2014-11-25,14,22,51,86,9
2014-11-25,15,32,61,109,6
2014-11-25,16,28,57,100,4
2014-11-25,17,33,54,104,2
2014-11-25,18,36,45,100,2
2014-11-25,19,33,42,93,2
2014-11-25,20,28,39,82,2
2014-11-25,21,13,39,59,2
2014-11-25,22,3,39,43,2
2014-11-25,23,1,25,26,12
2014-11-25,24,1,19,20,18
2014-11-26,1,1,14,14,24
2014-11-26,2,1,13,13,26
2014-11-26,3,,,,30
2014-11-26,4,1,7,8,
2014-11-26,5,1,7,7,32
2014-11-26,6,1,7,8,31
2014-11-26,7,1,7,7,31
2014-11-26,8,1,9,10,30
2014-11-26,9,1,10,11,29
2014-11-26,10,3,13,18,29
2014-11-26,11,1,11,15,31
2014-11-26,12,,,,
2014-11-26,13,,,,
2014-11-26,14,1,12,14,32
2014-11-26,15,1,16,18,31
2014-11-26,16,1,19,20,27
2014-11-26,17,1,23,24,21
2014-11-26,18,1,26,26,18
2014-11-26,19,1,26,27,17
2014-11-26,20,1,23,24,20
2014-11-26,21,1,23,24,21
2014-11-26,22,1,16,17,26
2014-11-26,23,1,24,25,19
2014-11-26,24,1,21,22,21
2014-11-27,1,1,27,28,17
2014-11-27,2,1,30,31,12
2014-11-27,3,,,,14
2014-11-27,4,1,19,20,
2014-11-27,5,1,16,17,20
2014-11-27,6,1,12,13,23
2014-11-27,7,1,12,13,22
2014-11-27,8,1,12,13,24
2014-11-27,9,4,19,24,19
2014-11-27,10,1,18,21,20
2014-11-27,11,3,22,26,18
2014-11-27,12,4,23,29,18
2014-11-27,13,4,25,32,15
2014-11-27,14,4,23,29,17
2014-11-27,15,2,24,27,17
2014-11-27,16,1,22,24,20
2014-11-27,17,1,25,25,15
2014-11-27,18,1,28,29,14
2014-11-27,19,1,25,26,15
2014-11-27,20,1,23,24,13
2014-11-27,21,1,23,24,10
2014-11-27,22,1,29,30,5
2014-11-27,23,1,27,29,5
2014-11-27,24,1,28,30,2
2014-11-28,1,4,27,33,2
2014-11-28,2,2,26,29,2
2014-11-28,3,,,,4
2014-11-28,4,1,19,21,
2014-11-28,5,1,18,19,5
2014-11-28,6,1,15,16,8
2014-11-28,7,1,16,17,7
2014-11-28,8,1,20,22,8
2014-11-28,9,2,16,20,12
2014-11-28,10,4,19,25,9
2014-11-28,11,3,15,20,14
2014-11-28,12,4,16,22,15
2014-11-28,13,3,12,16,25
2014-11-28,14,3,13,17,28
2014-11-28,15,2,19,22,20
2014-11-28,16,1,20,23,21
2014-11-28,17,1,21,23,19
2014-11-28,18,1,20,21,20
2014-11-28,19,1,17,18,28
2014-11-28,20,1,15,16,32
2014-11-28,21,1,13,14,37
2014-11-28,22,1,13,14,38
2014-11-28,23,1,11,12,42
2014-11-28,24,1,10,10,42
2014-11-29,1,1,15,16,29
2014-11-29,2,1,12,13,28
2014-11-29,3,,,,26
2014-11-29,4,1,10,11,
2014-11-29,5,1,16,17,18
2014-11-29,6,1,25,27,5
2014-11-29,7,1,20,22,4
2014-11-29,8,1,12,14,16
2014-11-29,9,1,11,12,22
2014-11-29,10,1,7,10,30
2014-11-29,11,15,19,41,9
2014-11-29,12,21,22,53,5
2014-11-29,13,22,25,58,4
2014-11-29,14,18,25,53,2
2014-11-29,15,23,25,60,2
2014-11-29,16,18,26,54,2
2014-11-29,17,11,26,43,2
2014-11-29,18,12,25,43,2
2014-11-29,19,18,20,48,2
2014-11-29,20,15,20,43,2
2014-11-29,21,14,22,44,2
2014-11-29,22,14,22,43,2
2014-11-29,23,18,25,53,2
2014-11-29,24,15,24,47,2
2014-11-30,1,17,23,49,2
2014-11-30,2,21,22,54,2
2014-11-30,3,,,,2
2014-11-30,4,17,17,43,
2014-11-30,5,21,18,50,2
2014-11-30,6,25,19,57,2
2014-11-30,7,16,17,41,2
2014-11-30,8,9,19,32,2
2014-11-30,9,23,19,53,2
2014-11-30,10,17,19,46,2
2014-11-30,11,3,17,21,7
2014-11-30,12,10,22,38,2
2014-11-30,13,7,19,30,6
2014-11-30,14,9,22,36,4
2014-11-30,15,3,16,21,10
2014-11-30,16,1,18,20,11
2014-11-30,17,1,22,24,6
2014-11-30,18,1,18,20,10
2014-11-30,19,1,12,13,20
2014-11-30,20,1,10,10,24
2014-11-30,21,1,13,14,17
2014-11-30,22,1,13,13,18
2014-11-30,23,1,15,15,16
2014-11-30,24,1,12,13,19
2014-12-01,1,1,9,9,26
2014-12-01,2,1,8,8,27
2014-12-01,3,,,,25
2014-12-01,4,1,6,6,
2014-12-01,5,1,5,5,29
2014-12-01,6,1,5,5,29
2014-12-01,7,1,2,2,30
2014-12-01,8,1,2,4,34
2014-12-01,9,1,7,7,32
2014-12-01,10,1,7,7,33
2014-12-01,11,1,10,12,25
2014-12-01,12,2,8,12,30
2014-12-01,13,2,9,13,28
2014-12-01,14,5,12,21,20
2014-12-01,15,5,12,20,19
2014-12-01,16,3,16,20,13
2014-12-01,17,1,19,20,8
2014-12-01,18,1,19,20,8
2014-12-01,19,1,19,20,8
2014-12-01,20,1,17,18,10
2014-12-01,21,1,14,15,15
2014-12-01,22,1,13,14,16
2014-12-01,23,1,12,12,18
2014-12-01,24,1,10,11,20
2014-12-02,1,1,10,10,19
2014-12-02,2,1,9,10,21
2014-12-02,3,,,,22
2014-12-02,4,1,9,10,
2014-12-02,5,1,15,16,11
2014-12-02,6,1,18,19,6
2014-12-02,7,1,15,17,8
2014-12-02,8,1,15,17,7
2014-12-02,9,2,15,19,11
2014-12-02,10,4,14,20,13
2014-12-02,11,4,15,21,14
2014-12-02,12,8,15,26,17
2014-12-02,13,5,15,22,21
2014-12-02,14,4,14,20,23
2014-12-02,15,,,,
2014-12-02,16,4,20,25,11
2014-12-02,17,3,23,27,8
2014-12-02,18,1,21,22,11
2014-12-02,19,1,22,24,9
2014-12-02,20,1,20,22,11
2014-12-02,21,1,18,20,13
2014-12-02,22,1,14,15,18
2014-12-02,23,1,13,14,18
2014-12-02,24,1,12,13,18
2014-12-03,1,1,12,13,14
2014-12-03,2,1,11,12,16
2014-12-03,3,,,,18
2014-12-03,4,1,9,10,
2014-12-03,5,1,9,10,18
2014-12-03,6,1,9,11,17
2014-12-03,7,1,9,10,18
2014-12-03,8,1,11,12,16
2014-12-03,9,1,10,12,19
2014-12-03,10,3,13,18,16
2014-12-03,11,5,14,21,15
2014-12-03,12,6,14,23,15
2014-12-03,13,5,15,23,17
2014-12-03,14,3,14,19,20
2014-12-03,15,1,13,16,23
2014-12-03,16,1,16,18,19
2014-12-03,17,1,19,20,14
2014-12-03,18,1,18,19,14
2014-12-03,19,1,18,20,12
2014-12-03,20,1,16,17,15
2014-12-03,21,1,10,11,24
2014-12-03,22,1,9,11,27
2014-12-03,23,1,6,8,32
2014-12-03,24,1,5,6,33
2014-12-04,1,1,6,6,30
2014-12-04,2,1,5,5,31
2014-12-04,3,,,,31
2014-12-04,4,1,2,4,
2014-12-04,5,1,2,4,32
2014-12-04,6,1,4,5,31
2014-12-04,7,1,6,7,30
2014-12-04,8,1,9,9,26
2014-12-04,9,1,12,13,23
2014-12-04,10,1,13,15,22
2014-12-04,11,2,12,15,22
2014-12-04,12,3,13,17,22
2014-12-04,13,3,12,17,22
2014-12-04,14,3,12,17,22
2014-12-04,15,2,13,16,21
2014-12-04,16,1,14,16,22
2014-12-04,17,1,12,14,24
2014-12-04,18,1,13,14,24
2014-12-04,19,1,13,14,26
2014-12-04,20,1,15,16,21
2014-12-04,21,1,23,24,13
2014-12-04,22,1,20,22,16
2014-12-04,23,1,13,13,21
2014-12-04,24,1,10,11,23
2014-12-05,1,1,9,10,24
2014-12-05,2,1,9,10,23
2014-12-05,3,,,,19
2014-12-05,4,1,9,10,
2014-12-05,5,1,10,12,18
2014-12-05,6,1,12,13,12
2014-12-05,7,1,11,12,9
2014-12-05,8,3,18,24,2
2014-12-05,9,11,20,37,4
2014-12-05,10,6,16,25,12
2014-12-05,11,2,10,13,24
2014-12-05,12,6,18,28,18
2014-12-05,13,3,16,21,23
2014-12-05,14,4,17,23,22
2014-12-05,15,3,22,27,16
2014-12-05,16,3,24,28,13
2014-12-05,17,3,27,32,8
2014-12-05,18,1,27,30,12
2014-12-05,19,1,26,28,12
2014-12-05,20,1,21,22,16
2014-12-05,21,1,20,21,17
2014-12-05,22,1,20,21,15
2014-12-05,23,1,25,26,9
2014-12-05,24,1,21,23,8
2014-12-06,1,1,22,24,9
2014-12-06,2,1,15,17,19
2014-12-06,3,,,,32
2014-12-06,4,1,23,24,
2014-12-06,5,1,17,19,12
2014-12-06,6,1,15,16,12
2014-12-06,7,1,18,20,6
2014-12-06,8,4,20,27,2
2014-12-06,9,10,19,34,2
2014-12-06,10,9,20,34,7
2014-12-06,11,5,17,24,15
2014-12-06,12,3,15,20,23
2014-12-06,13,4,18,25,22
2014-12-06,14,4,21,28,21
2014-12-06,15,2,18,22,26
2014-12-06,16,1,19,22,23
2014-12-06,17,1,21,24,20
2014-12-06,18,1,13,14,28
2014-12-06,19,1,16,17,24
2014-12-06,20,1,13,14,27
2014-12-06,21,1,13,14,23
2014-12-06,22,1,15,16,16
2014-12-06,23,1,12,14,14
2014-12-06,24,1,11,11,15
2014-12-07,1,1,10,11,15
2014-12-07,2,1,10,11,13
2014-12-07,3,,,,11
2014-12-07,4,1,10,11,
2014-12-07,5,1,8,8,16
2014-12-07,6,1,7,8,18
2014-12-07,7,1,7,8,19
2014-12-07,8,1,7,8,20
2014-12-07,9,1,7,8,21
2014-12-07,10,1,7,9,24
2014-12-07,11,1,8,10,24
2014-12-07,12,1,8,10,27
2014-12-07,13,1,7,9,30
2014-12-07,14,1,7,8,31
2014-12-07,15,1,7,9,30
2014-12-07,16,1,8,9,27
2014-12-07,17,5,17,25,11
2014-12-07,18,3,17,21,7
2014-12-07,19,2,17,20,7
2014-12-07,20,2,16,20,7
2014-12-07,21,3,18,22,6
2014-12-07,22,3,20,24,5
2014-12-07,23,2,17,20,6
2014-12-07,24,2,16,20,6
2014-12-08,1,1,20,22,5
2014-12-08,2,1,19,22,2
2014-12-08,3,,,,2
2014-12-08,4,3,18,22,
2014-12-08,5,3,17,21,2
2014-12-08,6,3,15,20,2
2014-12-08,7,2,13,17,2
2014-12-08,8,3,12,17,2
2014-12-08,9,6,10,20,5
2014-12-08,10,9,13,26,7
2014-12-08,11,10,13,29,12
2014-12-08,12,12,17,35,15
2014-12-08,13,15,22,45,21
2014-12-08,14,7,19,30,27
2014-12-08,15,7,21,31,24
2014-12-08,16,3,18,23,21
2014-12-08,17,7,25,37,4
2014-12-08,18,10,23,38,2
2014-12-08,19,12,19,38,2
2014-12-08,20,15,18,41,2
2014-12-08,21,11,21,38,2
2014-12-08,22,7,22,32,2
2014-12-08,23,1,24,27,5
2014-12-08,24,1,25,27,9
2014-12-09,1,1,19,21,15
2014-12-09,2,1,14,15,24
2014-12-09,3,,,,26
2014-12-09,4,1,10,11,
2014-12-09,5,1,8,9,24
2014-12-09,6,1,7,8,24
2014-12-09,7,1,8,9,25
2014-12-09,8,1,10,12,23
2014-12-09,9,1,10,12,26
2014-12-09,10,2,7,11,31
2014-12-09,11,3,9,13,36
2014-12-09,12,3,7,12,40
2014-12-09,13,3,8,13,40
2014-12-09,14,1,10,13,37
2014-12-09,15,2,11,15,34
2014-12-09,16,1,16,18,27
2014-12-09,17,12,25,43,13
2014-12-09,18,10,28,43,5
2014-12-09,19,5,25,31,7
2014-12-09,20,3,19,23,13
2014-12-09,21,1,16,19,15
2014-12-09,22,1,11,13,17
2014-12-09,23,1,12,14,15
2014-12-09,24,1,12,14,12
2014-12-10,1,1,11,13,14
2014-12-10,2,1,8,9,15
2014-12-10,3,,,,19
2014-12-10,4,1,2,4,
2014-12-10,5,1,4,5,25
2014-12-10,6,1,7,8,17
2014-12-10,7,1,7,9,15
2014-12-10,8,14,19,41,4
2014-12-10,9,24,25,63,6
2014-12-10,10,16,20,45,13
2014-12-10,11,22,20,55,13
2014-12-10,12,21,23,54,18
2014-12-10,13,19,29,58,23
2014-12-10,14,16,25,50,22
2014-12-10,15,20,33,64,14
2014-12-10,16,18,39,67,7
2014-12-10,17,25,37,75,2
2014-12-10,18,28,35,77,2
2014-12-10,19,17,35,61,2
2014-12-10,20,14,33,54,2
2014-12-10,21,8,31,43,2
2014-12-10,22,7,29,40,2
2014-12-10,23,8,29,41,2
2014-12-10,24,6,29,39,2
2014-12-11,1,9,29,43,2
2014-12-11,2,23,33,69,2
2014-12-11,3,,,,2
2014-12-11,4,14,25,47,
2014-12-11,5,5,22,30,2
2014-12-11,6,3,21,25,5
2014-12-11,7,3,17,22,8
2014-12-11,8,9,21,36,6
2014-12-11,9,19,23,51,6
2014-12-11,10,19,22,51,12
2014-12-11,11,18,21,48,16
2014-12-11,12,16,24,47,22
2014-12-11,13,16,27,52,26
2014-12-11,14,8,23,35,34
2014-12-11,15,6,23,32,32
2014-12-11,16,5,27,34,24
2014-12-11,17,12,37,55,7
2014-12-11,18,15,38,61,2
2014-12-11,19,11,36,54,2
2014-12-11,20,10,36,51,2
2014-12-11,21,12,37,55,2
2014-12-11,22,18,37,64,2
2014-12-11,23,30,37,83,2
2014-12-11,24,32,37,86,2
2014-12-12,1,22,36,70,2
2014-12-12,2,20,31,63,2
2014-12-12,3,,,,2
2014-12-12,4,36,31,86,
2014-12-12,5,26,27,68,2
2014-12-12,6,18,27,55,2
2014-12-12,7,29,26,71,2
2014-12-12,8,32,26,74,2
2014-12-12,9,45,24,93,2
2014-12-12,10,66,25,127,4
2014-12-12,11,,,,5
2014-12-12,12,,,,7
2014-12-12,13,62,48,143,8
2014-12-12,14,77,55,173,6
2014-12-12,15,58,53,142,5
2014-12-12,16,48,56,130,2
2014-12-12,17,67,52,154,2
2014-12-12,18,80,41,165,2
2014-12-12,19,55,39,123,2
2014-12-12,20,34,42,94,2
2014-12-12,21,34,42,95,2
2014-12-12,22,41,46,109,2
2014-12-12,23,26,39,78,2
2014-12-12,24,19,40,69,2
2014-12-13,1,21,42,74,2
2014-12-13,2,23,40,75,2
2014-12-13,3,,,,2
2014-12-13,4,23,34,70,
2014-12-13,5,34,40,92,2
2014-12-13,6,30,40,86,2
2014-12-13,7,18,34,63,2
2014-12-13,8,31,27,75,2
2014-12-13,9,22,33,66,2
2014-12-13,10,11,29,46,11
2014-12-13,11,5,18,25,29
2014-12-13,12,4,18,24,35
2014-12-13,13,5,24,32,29
2014-12-13,14,6,31,40,25
2014-12-13,15,4,28,34,25
2014-12-13,16,3,25,30,24
2014-12-13,17,2,33,37,13
2014-12-13,18,9,40,53,2
2014-12-13,19,12,34,52,2
2014-12-13,20,38,43,101,2
2014-12-13,21,46,41,112,2
2014-12-13,22,32,35,85,2
2014-12-13,23,19,39,68,2
2014-12-13,24,3,37,42,5
2014-12-14,1,1,28,30,8
2014-12-14,2,1,23,24,13
2014-12-14,3,,,,9
2014-12-14,4,6,32,42,
2014-12-14,5,5,33,41,2
2014-12-14,6,3,30,35,2
2014-12-14,7,2,24,27,2
2014-12-14,8,3,29,33,2
2014-12-14,9,7,27,37,5
2014-12-14,10,9,22,35,8
2014-12-14,11,13,24,43,7
2014-12-14,12,15,25,48,7
2014-12-14,13,12,23,42,7
2014-12-14,14,8,23,35,9
2014-12-14,15,7,21,32,9
2014-12-14,16,6,21,30,8
2014-12-14,17,9,25,38,2
2014-12-14,18,16,26,51,2
2014-12-14,19,26,22,61,2
2014-12-14,20,23,18,53,2
2014-12-14,21,25,16,55,2
2014-12-14,22,18,18,47,2
2014-12-14,23,12,18,37,2
2014-12-14,24,14,18,40,2
2014-12-15,1,11,17,33,2
2014-12-15,2,8,16,28,2
2014-12-15,3,,,,2
2014-12-15,4,11,15,31,
2014-12-15,5,12,13,31,2
2014-12-15,6,12,12,30,2
2014-12-15,7,13,10,30,2
2014-12-15,8,19,10,38,2
2014-12-15,9,31,11,59,2
2014-12-15,10,23,13,49,2
2014-12-15,11,44,20,87,2
2014-12-15,12,69,27,132,2
2014-12-15,13,57,29,117,4
2014-12-15,14,39,29,89,
2014-12-15,15,,,,
2014-12-15,16,,,,
2014-12-15,17,27,30,72,2
2014-12-15,18,30,30,76,2
2014-12-15,19,50,24,100,2
2014-12-15,20,56,20,105,2
2014-12-15,21,45,19,88,2
2014-12-15,22,35,24,77,2
2014-12-15,23,29,31,76,2
2014-12-15,24,26,29,69,2
2014-12-16,1,16,35,60,2
2014-12-16,2,8,37,48,2
2014-12-16,3,,,,2
2014-12-16,4,22,40,74,
2014-12-16,5,6,43,52,2
2014-12-16,6,3,36,40,5
2014-12-16,7,3,35,40,6
2014-12-16,8,2,35,39,7
2014-12-16,9,1,30,33,17
2014-12-16,10,1,26,29,24
2014-12-16,11,1,21,23,32
2014-12-16,12,1,17,20,40
2014-12-16,13,1,15,17,47
2014-12-16,14,1,12,13,57
2014-12-16,15,1,11,12,61
2014-12-16,16,1,9,10,71
2014-12-16,17,1,11,12,64
2014-12-16,18,1,11,13,64
2014-12-16,19,1,15,15,58
2014-12-16,20,1,15,16,59
2014-12-16,21,1,15,16,56
2014-12-16,22,1,19,20,45
2014-12-16,23,3,41,46,11
2014-12-16,24,6,40,49,2
2014-12-17,1,7,36,47,2
2014-12-17,2,5,33,41,2
2014-12-17,3,,,,2
2014-12-17,4,25,49,87,
2014-12-17,5,40,55,116,2
2014-12-17,6,27,48,89,2
2014-12-17,7,12,38,56,2
2014-12-17,8,30,33,79,2
2014-12-17,9,43,31,98,2
2014-12-17,10,47,36,107,5
2014-12-17,11,54,40,123,7
2014-12-17,12,52,43,122,7
2014-12-17,13,44,46,113,10
2014-12-17,14,31,48,97,12
2014-12-17,15,19,51,80,13
2014-12-17,16,6,40,49,15
2014-12-17,17,20,45,75,2
2014-12-17,18,31,39,87,2
2014-12-17,19,28,38,80,2
2014-12-17,20,44,42,110,2
2014-12-17,21,42,46,111,2
2014-12-17,22,40,43,105,2
2014-12-17,23,35,36,91,2
2014-12-17,24,23,30,66,2
2014-12-18,1,41,33,96,2
2014-12-18,2,44,37,104,2
2014-12-18,3,,,,2
2014-12-18,4,29,36,81,
2014-12-18,5,27,39,81,2
2014-12-18,6,27,37,78,2
2014-12-18,7,22,33,68,2
2014-12-18,8,16,32,57,2
2014-12-18,9,20,32,63,2
2014-12-18,10,23,34,69,4
2014-12-18,11,24,34,71,5
2014-12-18,12,21,29,61,12
2014-12-18,13,29,38,82,9
2014-12-18,14,27,44,85,7
2014-12-18,15,26,44,84,7
2014-12-18,16,20,48,79,4
2014-12-18,17,13,48,68,2
2014-12-18,18,14,50,71,2
2014-12-18,19,10,49,65,2
2014-12-18,20,17,52,78,2
2014-12-18,21,14,50,72,2
2014-12-18,22,4,48,54,2
2014-12-18,23,6,48,56,2
2014-12-18,24,6,48,58,2
2014-12-19,1,8,48,60,2
2014-12-19,2,10,48,63,2
2014-12-19,3,,,,2
2014-12-19,4,28,63,106,
2014-12-19,5,27,55,96,2
2014-12-19,6,21,46,78,2
2014-12-19,7,21,42,74,2
2014-12-19,8,21,41,73,2
2014-12-19,9,20,39,69,2
2014-12-19,10,19,34,64,5
2014-12-19,11,21,34,67,5
2014-12-19,12,22,35,69,6
2014-12-19,13,17,33,59,6
2014-12-19,14,14,33,55,7
2014-12-19,15,11,33,49,6
2014-12-19,16,5,31,39,6
2014-12-19,17,4,36,42,4
2014-12-19,18,2,36,39,6
2014-12-19,19,1,34,36,9
2014-12-19,20,3,28,32,13
2014-12-19,21,11,31,48,4
2014-12-19,22,5,28,36,2
2014-12-19,23,3,26,30,5
2014-12-19,24,1,26,28,13
2014-12-20,1,1,23,25,14
2014-12-20,2,1,22,23,9
2014-12-20,3,,,,2
2014-12-20,4,4,44,50,
2014-12-20,5,2,40,43,2
2014-12-20,6,6,39,48,2
2014-12-20,7,7,38,49,2
2014-12-20,8,6,36,45,2
2014-12-20,9,9,35,48,2
2014-12-20,10,11,31,49,5
2014-12-20,11,14,30,52,7
2014-12-20,12,16,29,54,8
2014-12-20,13,14,29,51,10
2014-12-20,14,10,26,42,17
2014-12-20,15,9,27,41,22
2014-12-20,16,14,39,61,7
2014-12-20,17,14,36,58,2
2014-12-20,18,25,37,75,2
2014-12-20,19,25,32,70,2
2014-12-20,20,15,32,55,2
2014-12-20,21,18,36,65,2
2014-12-20,22,17,33,59,2
2014-12-20,23,23,38,73,2
2014-12-20,24,35,39,92,2
2014-12-21,1,32,36,84,2
2014-12-21,2,25,38,76,2
2014-12-21,3,,,,2
2014-12-21,4,9,51,65,
2014-12-21,5,4,46,53,2
2014-12-21,6,4,41,47,2
2014-12-21,7,9,36,50,2
2014-12-21,8,3,31,36,4
2014-12-21,9,4,29,34,7
2014-12-21,10,5,28,35,13
2014-12-21,11,8,24,36,17
2014-12-21,12,10,24,39,21
2014-12-21,13,10,23,39,23
2014-12-21,14,10,26,41,23
2014-12-21,15,8,29,42,21
2014-12-21,16,4,26,33,20
2014-12-21,17,1,26,28,16
