date,hour,NO,NO2,NOx,O3
2014-10-13,11,3,16,19,58
2014-10-13,12,3,19,23,55
2014-10-13,13,1,18,20,58
2014-10-13,14,2,20,24,54
2014-10-13,15,1,16,17,60
2014-10-13,16,,,,
2014-10-13,17,,,,61
2014-10-13,18,1,4,4,47
2014-10-13,19,1,8,8,55
2014-10-13,20,1,10,10,44
2014-10-13,21,1,8,8,49
2014-10-13,22,1,9,9,34
2014-10-13,23,1,8,8,27
2014-10-13,24,1,5,5,22
2014-10-14,1,1,5,5,26
2014-10-14,2,1,4,5,22
2014-10-14,3,,,,17
2014-10-14,4,1,6,6,
2014-10-14,5,1,8,8,17
2014-10-14,6,1,10,11,14
2014-10-14,7,2,16,20,10
2014-10-14,8,3,18,22,14
2014-10-14,9,3,15,19,20
2014-10-14,10,2,13,17,32
2014-10-14,11,1,12,14,43
2014-10-14,12,1,15,18,42
2014-10-14,13,1,11,12,54
2014-10-14,14,1,9,10,57
2014-10-14,15,1,10,11,54
2014-10-14,16,1,13,13,50
2014-10-14,17,1,16,17,43
2014-10-14,18,2,28,32,20
2014-10-14,19,1,29,30,21
2014-10-14,20,1,24,25,20
2014-10-14,21,1,15,16,21
2014-10-14,22,1,15,16,21
2014-10-14,23,1,22,23,33
2014-10-14,24,1,16,16,39
2014-10-15,1,1,12,12,28
2014-10-15,2,1,17,17,25
2014-10-15,3,,,,36
2014-10-15,4,1,8,8,
2014-10-15,5,1,9,9,42
2014-10-15,6,1,13,13,25
2014-10-15,7,1,17,20,11
2014-10-15,8,7,24,34,10
2014-10-15,9,4,19,25,19
2014-10-15,10,4,19,25,26
2014-10-15,11,1,14,17,41
2014-10-15,12,1,12,14,57
2014-10-15,13,1,14,17,57
2014-10-15,14,3,17,21,59
2014-10-15,15,1,16,19,63
2014-10-15,16,1,19,19,58
2014-10-15,17,1,24,25,33
2014-10-15,18,1,30,32,15
2014-10-15,19,2,33,36,9
2014-10-15,20,1,30,32,4
2014-10-15,21,1,25,28,5
2014-10-15,22,1,22,24,7
2014-10-15,23,1,20,21,6
2014-10-15,24,1,19,20,5
2014-10-16,1,1,18,19,2
2014-10-16,2,1,22,23,2
2014-10-16,3,,,,2
2014-10-16,4,4,21,28,
2014-10-16,5,4,24,30,2
2014-10-16,6,4,20,26,2
2014-10-16,7,17,21,48,2
2014-10-16,8,17,22,48,2
2014-10-16,9,12,23,42,5
2014-10-16,10,13,27,47,9
2014-10-16,11,,,,10
2014-10-16,12,16,31,56,12
2014-10-16,13,12,28,46,18
2014-10-16,14,10,30,45,26
2014-10-16,15,6,33,43,28
2014-10-16,16,4,30,36,39
2014-10-16,17,1,19,20,55
2014-10-16,18,4,31,38,23
2014-10-16,19,1,30,33,14
2014-10-16,20,1,25,27,14
2014-10-16,21,1,23,24,13
2014-10-16,22,1,24,25,11
2014-10-16,23,2,26,29,6
2014-10-16,24,1,24,26,9
2014-10-17,1,4,32,37,2
2014-10-17,2,1,26,26,8
2014-10-17,3,,,,4
2014-10-17,4,1,26,28,
2014-10-17,5,1,10,11,12
2014-10-17,6,2,22,26,2
2014-10-17,7,15,24,48,2
2014-10-17,8,24,23,60,2
2014-10-17,9,17,22,49,2
2014-10-17,10,11,27,44,6
2014-10-17,11,14,32,53,17
2014-10-17,12,8,25,36,39
2014-10-17,13,3,16,20,62
2014-10-17,14,1,10,12,76
2014-10-17,15,1,8,8,79
2014-10-17,16,1,9,10,78
2014-10-17,17,1,17,17,65
2014-10-17,18,1,27,27,44
2014-10-17,19,4,34,40,16
2014-10-17,20,1,30,30,19
2014-10-17,21,1,29,30,14
2014-10-17,22,1,25,26,13
2014-10-17,23,1,21,22,12
2014-10-17,24,2,17,20,7
2014-10-18,1,1,13,14,8
2014-10-18,2,1,10,10,11
2014-10-18,3,,,,9
2014-10-18,4,1,5,6,
2014-10-18,5,1,7,7,13
2014-10-18,6,1,9,10,12
2014-10-18,7,1,11,12,9
2014-10-18,8,6,14,23,5
2014-10-18,9,5,15,23,18
2014-10-18,10,1,8,10,34
2014-10-18,11,1,5,6,55
2014-10-18,12,1,5,7,60
2014-10-18,13,1,7,8,63
2014-10-18,14,1,7,8,70
2014-10-18,15,1,7,8,72
2014-10-18,16,1,10,11,69
2014-10-18,17,1,16,17,52
2014-10-18,18,1,18,18,48
2014-10-18,19,1,16,16,30
2014-10-18,20,1,11,11,26
2014-10-18,21,1,10,11,26
2014-10-18,22,1,9,9,15
2014-10-18,23,1,8,8,17
2014-10-18,24,1,8,8,18
2014-10-19,1,1,8,8,13
2014-10-19,2,1,6,7,14
2014-10-19,3,,,,9
2014-10-19,4,1,8,9,
2014-10-19,5,1,11,11,5
2014-10-19,6,1,13,14,5
2014-10-19,7,1,17,17,6
2014-10-19,8,3,16,20,9
2014-10-19,9,5,16,24,11
2014-10-19,10,6,14,22,13
2014-10-19,11,3,12,17,43
2014-10-19,12,1,11,14,67
2014-10-19,13,2,10,13,74
2014-10-19,14,1,9,9,81
2014-10-19,15,1,7,7,84
2014-10-19,16,1,6,6,85
2014-10-19,17,1,8,8,75
2014-10-19,18,1,21,21,35
2014-10-19,19,1,15,15,30
2014-10-19,20,1,11,11,33
2014-10-19,21,1,9,9,29
2014-10-19,22,1,10,11,24
2014-10-19,23,1,9,10,23
2014-10-19,24,1,6,6,24
2014-10-20,1,1,6,6,26
2014-10-20,2,1,6,6,21
2014-10-20,3,,,,19
2014-10-20,4,1,5,6,
2014-10-20,5,1,7,8,9
2014-10-20,6,1,12,13,12
2014-10-20,7,1,15,16,8
2014-10-20,8,7,22,33,10
2014-10-20,9,5,22,30,11
2014-10-20,10,9,26,40,10
2014-10-20,11,9,26,40,11
2014-10-20,12,8,25,37,14
2014-10-20,13,3,21,26,29
2014-10-20,14,1,11,13,52
2014-10-20,15,,,,
2014-10-20,16,1,16,19,63
2014-10-20,17,1,19,20,54
2014-10-20,18,2,32,35,17
2014-10-20,19,1,20,21,25
2014-10-20,20,1,18,18,21
2014-10-20,21,1,16,16,19
2014-10-20,22,1,11,12,13
2014-10-20,23,1,9,9,14
2014-10-20,24,1,8,8,14
2014-10-21,1,1,7,8,12
2014-10-21,2,1,6,6,14
2014-10-21,3,,,,15
2014-10-21,4,1,8,8,
2014-10-21,5,1,9,10,10
2014-10-21,6,1,11,13,5
2014-10-21,7,1,19,20,5
2014-10-21,8,4,20,27,5
2014-10-21,9,5,18,27,12
2014-10-21,10,5,17,25,23
2014-10-21,11,5,18,25,29
2014-10-21,12,5,19,26,39
2014-10-21,13,3,19,24,48
2014-10-21,14,3,22,26,45
2014-10-21,15,1,21,23,48
2014-10-21,16,1,19,22,52
2014-10-21,17,1,25,28,35
2014-10-21,18,1,26,26,28
2014-10-21,19,1,31,33,16
2014-10-21,20,1,22,23,20
2014-10-21,21,1,24,24,29
2014-10-21,22,1,15,15,32
2014-10-21,23,1,12,13,19
2014-10-21,24,1,9,9,16
2014-10-22,1,1,9,10,13
2014-10-22,2,1,10,11,17
2014-10-22,3,,,,59
2014-10-22,4,1,2,2,
2014-10-22,5,1,5,5,52
2014-10-22,6,1,9,9,64
2014-10-22,7,1,15,17,47
2014-10-22,8,4,26,31,34
2014-10-22,9,1,5,6,65
2014-10-22,10,1,5,6,64
2014-10-22,11,1,2,5,69
2014-10-22,12,1,2,5,71
2014-10-22,13,1,2,5,73
2014-10-22,14,1,5,6,72
2014-10-22,15,1,5,6,73
2014-10-22,16,1,5,5,73
2014-10-22,17,1,6,7,69
2014-10-22,18,1,9,9,59
2014-10-22,19,1,9,9,61
2014-10-22,20,1,8,9,58
2014-10-22,21,1,6,6,62
2014-10-22,22,1,9,10,51
2014-10-22,23,1,19,20,41
2014-10-22,24,1,23,24,23
2014-10-23,1,1,19,19,26
2014-10-23,2,1,12,12,36
2014-10-23,3,,,,35
2014-10-23,4,1,14,15,
2014-10-23,5,1,17,18,28
2014-10-23,6,1,18,19,31
2014-10-23,7,3,25,30,18
2014-10-23,8,5,28,35,16
2014-10-23,9,6,23,32,20
2014-10-23,10,14,26,48,15
2014-10-23,11,,,,16
2014-10-23,12,5,25,33,30
2014-10-23,13,7,24,35,32
2014-10-23,14,6,24,33,34
2014-10-23,15,8,31,44,26
2014-10-23,16,6,31,41,25
2014-10-23,17,4,30,37,19
2014-10-23,18,1,35,37,17
2014-10-23,19,1,26,28,29
2014-10-23,20,1,21,23,27
2014-10-23,21,1,16,18,28
2014-10-23,22,1,13,15,28
2014-10-23,23,1,10,10,32
2014-10-23,24,1,7,7,30
2014-10-24,1,1,5,6,34
2014-10-24,2,1,5,6,27
2014-10-24,3,,,,24
2014-10-24,4,1,5,6,
2014-10-24,5,1,9,9,17
2014-10-24,6,1,9,10,17
2014-10-24,7,6,13,22,10
2014-10-24,8,13,17,37,6
2014-10-24,9,18,19,47,13
2014-10-24,10,17,16,42,17
2014-10-24,11,13,17,37,28
2014-10-24,12,6,10,19,45
2014-10-24,13,4,10,17,55
2014-10-24,14,1,6,8,74
2014-10-24,15,1,4,6,76
2014-10-24,16,1,5,7,73
2014-10-24,17,1,14,17,51
2014-10-24,18,1,19,21,33
2014-10-24,19,1,15,16,39
2014-10-24,20,1,12,13,52
2014-10-24,21,1,2,2,59
2014-10-24,22,1,2,2,56
2014-10-24,23,1,2,2,48
2014-10-24,24,1,11,11,24
2014-10-25,1,1,16,17,16
2014-10-25,2,1,15,15,19
2014-10-25,3,,,,14
2014-10-25,4,1,15,15,
2014-10-25,5,1,13,13,25
2014-10-25,6,1,11,12,28
2014-10-25,7,1,14,14,24
2014-10-25,8,1,12,14,31
2014-10-25,9,2,11,15,36
2014-10-25,10,4,11,17,38
2014-10-25,11,5,12,19,40
2014-10-25,12,2,8,12,45
2014-10-25,13,1,7,10,52
2014-10-25,14,2,10,14,59
2014-10-25,15,3,13,18,56
2014-10-25,16,1,12,13,59
2014-10-25,17,1,15,16,51
2014-10-25,18,1,24,26,29
2014-10-25,19,1,18,19,35
2014-10-25,20,1,14,16,40
2014-10-25,21,1,20,21,27
2014-10-25,22,1,20,22,23
2014-10-25,23,1,20,21,22
2014-10-25,24,1,21,21,27
2014-10-26,1,1,17,17,27
2014-10-26,2,1,12,13,29
2014-10-26,3,,,,35
2014-10-26,4,1,8,9,
2014-10-26,5,1,10,11,41
2014-10-26,6,1,10,10,36
2014-10-26,7,1,11,12,34
2014-10-26,8,1,10,11,38
2014-10-26,9,1,8,10,45
2014-10-26,10,1,8,10,51
2014-10-26,11,1,8,10,57
2014-10-26,12,1,6,8,68
2014-10-26,13,1,6,8,73
2014-10-26,14,1,7,9,74
2014-10-26,15,1,7,9,75
2014-10-26,16,1,6,8,77
2014-10-26,17,1,8,9,71
2014-10-26,18,1,18,19,45
2014-10-26,19,1,22,24,32
2014-10-26,20,1,16,16,47
2014-10-26,21,1,17,18,46
2014-10-26,22,1,13,14,50
2014-10-26,23,1,13,14,48
2014-10-26,24,1,15,16,46
2014-10-27,1,1,11,12,48
2014-10-27,2,1,9,9,45
2014-10-27,3,,,,40
2014-10-27,4,1,11,12,
2014-10-27,5,1,13,13,38
2014-10-27,6,1,9,10,47
2014-10-27,7,1,10,10,50
2014-10-27,8,1,11,12,48
2014-10-27,9,2,13,17,41
2014-10-27,10,4,15,21,45
2014-10-27,11,1,9,11,64
2014-10-27,12,1,9,12,67
2014-10-27,13,1,7,10,72
2014-10-27,14,1,7,9,68
2014-10-27,15,1,9,12,71
2014-10-27,16,1,10,12,70
2014-10-27,17,1,12,12,63
2014-10-27,18,1,23,25,32
2014-10-27,19,1,18,19,38
2014-10-27,20,1,23,25,30
2014-10-27,21,1,22,23,35
2014-10-27,22,1,17,17,43
2014-10-27,23,1,14,14,48
2014-10-27,24,1,11,11,50
2014-10-28,1,1,9,9,54
2014-10-28,2,1,6,7,54
2014-10-28,3,,,,59
2014-10-28,4,1,10,11,
2014-10-28,5,1,11,11,44
2014-10-28,6,1,10,11,32
2014-10-28,7,1,12,13,33
2014-10-28,8,5,22,30,30
2014-10-28,9,3,15,19,42
2014-10-28,10,1,8,10,61
2014-10-28,11,4,13,18,56
2014-10-28,12,3,11,16,61
2014-10-28,13,3,11,15,65
2014-10-28,14,2,10,14,69
2014-10-28,15,2,11,14,71
2014-10-28,16,3,15,19,66
2014-10-28,17,7,29,40,50
2014-10-28,18,12,49,67,17
2014-10-28,19,1,28,31,35
2014-10-28,20,1,25,27,30
2014-10-28,21,1,20,21,32
2014-10-28,22,1,16,17,30
2014-10-28,23,1,14,15,29
2014-10-28,24,1,14,15,20
2014-10-29,1,1,11,12,27
2014-10-29,2,1,8,9,22
2014-10-29,3,,,,25
2014-10-29,4,1,12,13,
2014-10-29,5,1,13,13,28
2014-10-29,6,1,12,13,33
2014-10-29,7,1,13,15,29
2014-10-29,8,8,25,37,24
2014-10-29,9,6,24,34,29
2014-10-29,10,4,18,24,40
2014-10-29,11,2,13,17,59
2014-10-29,12,3,13,17,67
2014-10-29,13,2,13,16,72
2014-10-29,14,1,8,10,79
2014-10-29,15,1,10,11,80
2014-10-29,16,1,11,12,79
2014-10-29,17,1,21,24,54
2014-10-29,18,1,28,30,33
2014-10-29,19,1,29,31,27
2014-10-29,20,1,30,32,28
2014-10-29,21,2,31,34,16
2014-10-29,22,2,22,25,20
2014-10-29,23,1,17,19,24
2014-10-29,24,1,16,18,17
2014-10-30,1,1,14,16,18
2014-10-30,2,1,13,15,16
2014-10-30,3,,,,16
2014-10-30,4,1,13,15,
2014-10-30,5,1,12,13,14
2014-10-30,6,1,12,14,9
2014-10-30,7,3,12,16,4
2014-10-30,8,30,16,62,2
2014-10-30,9,24,20,57,6
2014-10-30,10,22,28,62,15
2014-10-30,11,17,31,58,26
2014-10-30,12,13,25,45,31
2014-10-30,13,15,32,55,32
2014-10-30,14,7,27,38,50
2014-10-30,15,3,20,25,58
2014-10-30,16,2,21,25,52
2014-10-30,17,7,34,45,29
2014-10-30,18,5,37,44,13
2014-10-30,19,3,34,38,13
2014-10-30,20,2,30,34,15
2014-10-30,21,1,25,27,19
2014-10-30,22,1,20,22,20
2014-10-30,23,1,17,19,15
2014-10-30,24,1,17,18,14
2014-10-31,1,1,14,16,11
2014-10-31,2,1,11,12,9
2014-10-31,3,,,,14
2014-10-31,4,1,13,14,
2014-10-31,5,2,14,17,7
2014-10-31,6,1,12,14,5
2014-10-31,7,3,10,15,2
2014-10-31,8,15,12,35,2
2014-10-31,9,26,15,55,7
2014-10-31,10,13,19,39,18
2014-10-31,11,15,26,49,29
2014-10-31,12,5,15,23,49
2014-10-31,13,4,17,23,51
2014-10-31,14,4,16,22,60
2014-10-31,15,3,16,20,65
2014-10-31,16,1,18,20,69
2014-10-31,17,5,29,38,47
2014-10-31,18,3,33,37,24
2014-10-31,19,1,27,29,26
2014-10-31,20,1,27,29,22
2014-10-31,21,1,24,26,24
2014-10-31,22,1,19,20,23
2014-10-31,23,1,17,18,20
2014-10-31,24,1,15,16,24
2014-11-01,1,1,17,19,20
2014-11-01,2,1,20,22,12
2014-11-01,3,,,,5
2014-11-01,4,4,20,26,
2014-11-01,5,3,23,27,4
2014-11-01,6,3,21,26,2
2014-11-01,7,6,17,26,2
2014-11-01,8,10,12,28,2
2014-11-01,9,16,16,41,7
2014-11-01,10,28,26,69,11
2014-11-01,11,40,45,107,16
2014-11-01,12,29,45,89,23
2014-11-01,13,21,42,75,28
2014-11-01,14,13,39,60,35
2014-11-01,15,7,33,44,46
2014-11-01,16,3,29,34,50
2014-11-01,17,3,33,37,31
2014-11-01,18,1,30,33,18
2014-11-01,19,1,26,28,18
2014-11-01,20,1,25,27,19
2014-11-01,21,1,25,27,17
2014-11-01,22,1,20,22,17
2014-11-01,23,1,16,18,19
2014-11-01,24,1,15,16,20
2014-11-02,1,1,15,18,11
2014-11-02,2,1,15,18,7
2014-11-02,3,,,,2
2014-11-02,4,5,19,26,
2014-11-02,5,7,26,36,2
2014-11-02,6,6,29,38,2
2014-11-02,7,5,27,34,2
2014-11-02,8,11,32,50,5
2014-11-02,9,15,29,52,9
2014-11-02,10,17,25,51,9
2014-11-02,11,20,24,54,10
2014-11-02,12,27,32,73,11
2014-11-02,13,19,31,59,22
2014-11-02,14,9,29,42,40
2014-11-02,15,5,27,34,52
2014-11-02,16,2,20,23,60
2014-11-02,17,2,27,30,36
2014-11-02,18,1,23,25,24
2014-11-02,19,1,19,20,27
2014-11-02,20,1,21,22,21
2014-11-02,21,1,16,18,22
2014-11-02,22,1,14,15,24
2014-11-02,23,1,9,10,25
2014-11-02,24,1,11,13,22
2014-11-03,1,1,8,10,27
2014-11-03,2,1,5,6,22
2014-11-03,3,,,,11
2014-11-03,4,1,10,13,
2014-11-03,5,1,10,12,6
2014-11-03,6,1,10,11,6
2014-11-03,7,6,14,24,2
2014-11-03,8,11,11,28,2
2014-11-03,9,13,10,30,6
2014-11-03,10,23,15,50,7
2014-11-03,11,39,25,85,8
2014-11-03,12,34,37,90,14
2014-11-03,13,7,25,36,39
2014-11-03,14,3,19,23,52
2014-11-03,15,3,23,27,49
2014-11-03,16,1,23,26,51
2014-11-03,17,1,23,25,43
2014-11-03,18,3,38,43,15
2014-11-03,19,2,39,42,13
2014-11-03,20,1,41,44,32
2014-11-03,21,1,34,35,31
2014-11-03,22,1,30,31,44
2014-11-03,23,1,19,19,53
2014-11-03,24,1,17,17,60
2014-11-04,1,1,12,13,65
2014-11-04,2,1,13,14,59
2014-11-04,3,,,,48
2014-11-04,4,1,20,21,
2014-11-04,5,1,25,25,25
2014-11-04,6,1,22,22,31
2014-11-04,7,1,18,19,32
2014-11-04,8,1,20,21,31
2014-11-04,9,2,19,23,35
2014-11-04,10,1,11,13,61
2014-11-04,11,2,13,16,62
2014-11-04,12,3,21,26,48
2014-11-04,13,3,24,30,41
2014-11-04,14,1,23,25,40
2014-11-04,15,1,21,23,41
2014-11-04,16,1,20,22,45
2014-11-04,17,1,22,24,39
2014-11-04,18,1,11,11,73
2014-11-04,19,1,5,5,84
2014-11-04,20,1,5,6,79
2014-11-04,21,1,6,7,72
2014-11-04,22,1,4,5,72
2014-11-04,23,1,2,4,73
2014-11-04,24,1,2,2,72
2014-11-05,1,1,2,2,72
2014-11-05,2,1,2,2,75
2014-11-05,3,,,,72
2014-11-05,4,1,2,2,
2014-11-05,5,1,4,5,73
2014-11-05,6,1,5,6,71
2014-11-05,7,1,6,6,67
2014-11-05,8,1,9,10,49
2014-11-05,9,1,11,11,44
2014-11-05,10,1,13,14,32
2014-11-05,11,1,9,10,52
2014-11-05,12,1,7,7,60
2014-11-05,13,1,6,7,61
2014-11-05,14,1,9,10,57
2014-11-05,15,1,9,11,57
2014-11-05,16,1,5,5,65
2014-11-05,17,1,6,6,65
2014-11-05,18,1,5,6,62
2014-11-05,19,1,4,5,64
2014-11-05,20,1,2,2,68
2014-11-05,21,1,2,2,66
2014-11-05,22,1,2,2,66
2014-11-05,23,1,2,2,69
2014-11-05,24,1,2,2,68
2014-11-06,1,1,2,2,65
2014-11-06,2,1,4,4,49
2014-11-06,3,,,,36
2014-11-06,4,1,6,6,
2014-11-06,5,1,8,9,24
2014-11-06,6,1,8,8,19
2014-11-06,7,1,10,12,13
2014-11-06,8,1,16,18,20
2014-11-06,9,1,20,23,18
2014-11-06,10,2,16,19,19
2014-11-06,11,4,21,27,15
2014-11-06,12,1,11,13,42
2014-11-06,13,2,18,21,38
2014-11-06,14,1,13,15,45
2014-11-06,15,,,,46
2014-11-06,16,,,,
2014-11-06,17,1,17,17,26
2014-11-06,18,1,23,23,28
2014-11-06,19,1,22,23,33
2014-11-06,20,1,13,13,42
2014-11-06,21,1,13,13,33
2014-11-06,22,1,11,12,29
2014-11-06,23,1,14,14,26
2014-11-06,24,1,15,15,29
2014-11-07,1,1,8,8,44
2014-11-07,2,1,5,6,45
2014-11-07,3,,,,39
2014-11-07,4,1,9,9,
2014-11-07,5,1,9,9,37
2014-11-07,6,1,7,7,40
2014-11-07,7,1,12,12,30
2014-11-07,8,1,22,24,9
2014-11-07,9,5,20,27,7
2014-11-07,10,7,19,29,7
2014-11-07,11,14,26,48,6
2014-11-07,12,14,25,46,6
2014-11-07,13,9,27,41,10
2014-11-07,14,19,31,60,4
2014-11-07,15,23,32,68,2
2014-11-07,16,21,34,67,2
2014-11-07,17,24,35,72,2
2014-11-07,18,28,31,75,2
2014-11-07,19,25,30,69,2
2014-11-07,20,19,29,59,2
2014-11-07,21,22,29,63,2
2014-11-07,22,19,26,55,2
2014-11-07,23,19,24,53,2
2014-11-07,24,21,23,54,2
2014-11-08,1,22,21,55,2
2014-11-08,2,23,20,54,2
2014-11-08,3,,,,2
2014-11-08,4,30,22,68,
2014-11-08,5,34,25,76,2
2014-11-08,6,31,23,71,2
2014-11-08,7,33,24,74,2
2014-11-08,8,34,26,78,2
2014-11-08,9,27,24,66,2
2014-11-08,10,23,23,58,2
2014-11-08,11,25,24,63,2
2014-11-08,12,25,24,62,2
2014-11-08,13,28,25,68,2
2014-11-08,14,24,24,61,4
2014-11-08,15,13,25,45,2
2014-11-08,16,7,25,35,6
2014-11-08,17,2,26,30,10
2014-11-08,18,1,29,31,10
2014-11-08,19,1,20,21,13
2014-11-08,20,1,15,17,12
2014-11-08,21,4,17,23,5
2014-11-08,22,1,20,21,7
2014-11-08,23,1,20,21,7
2014-11-08,24,1,17,18,9
2014-11-09,1,1,11,11,18
2014-11-09,2,1,7,7,26
2014-11-09,3,,,,34
2014-11-09,4,1,2,4,
2014-11-09,5,1,2,2,41
2014-11-09,6,1,2,2,39
2014-11-09,7,1,2,2,40
2014-11-09,8,1,2,2,40
2014-11-09,9,1,2,4,40
2014-11-09,10,1,4,5,39
2014-11-09,11,1,5,5,39
2014-11-09,12,1,5,7,42
2014-11-09,13,1,6,7,43
2014-11-09,14,1,5,6,49
2014-11-09,15,1,6,7,49
2014-11-09,16,1,7,8,47
2014-11-09,17,1,8,8,43
2014-11-09,18,1,9,9,30
2014-11-09,19,1,14,14,16
2014-11-09,20,1,13,14,19
2014-11-09,21,1,13,13,17
2014-11-09,22,1,10,10,28
2014-11-09,23,1,14,15,29
2014-11-09,24,1,7,7,43
2014-11-10,1,1,7,7,40
2014-11-10,2,1,7,8,34
2014-11-10,3,,,,40
2014-11-10,4,1,2,2,
2014-11-10,5,1,7,8,30
2014-11-10,6,1,8,9,23
2014-11-10,7,1,9,9,22
2014-11-10,8,1,10,11,22
2014-11-10,9,1,13,14,19
2014-11-10,10,1,12,15,29
2014-11-10,11,1,19,22,22
2014-11-10,12,3,19,24,14
2014-11-10,13,1,13,15,33
2014-11-10,14,1,14,17,31
2014-11-10,15,1,14,16,36
2014-11-10,16,1,22,24,28
2014-11-10,17,1,18,19,40
2014-11-10,18,1,17,17,31
2014-11-10,19,1,20,21,20
2014-11-10,20,1,27,28,11
2014-11-10,21,1,24,25,14
2014-11-10,22,1,25,26,16
2014-11-10,23,1,13,13,36
2014-11-10,24,1,11,11,30
2014-11-11,1,1,14,15,25
2014-11-11,2,1,15,16,24
2014-11-11,3,,,,39
2014-11-11,4,1,8,9,
2014-11-11,5,1,13,13,17
2014-11-11,6,1,9,9,22
2014-11-11,7,1,8,8,21
2014-11-11,8,1,13,14,18
2014-11-11,9,1,14,16,19
2014-11-11,10,1,12,15,24
2014-11-11,11,3,13,17,29
2014-11-11,12,3,14,18,33
2014-11-11,13,2,15,18,38
2014-11-11,14,1,14,17,45
2014-11-11,15,1,12,13,50
2014-11-11,16,1,8,9,54
2014-11-11,17,1,6,7,54
2014-11-11,18,1,7,8,51
2014-11-11,19,1,13,13,37
2014-11-11,20,1,11,11,42
2014-11-11,21,1,12,13,46
2014-11-11,22,1,17,18,44
2014-11-11,23,1,10,11,49
2014-11-11,24,1,10,10,47
2014-11-12,1,1,9,10,45
2014-11-12,2,1,7,7,45
2014-11-12,3,,,,45
2014-11-12,4,1,6,6,
2014-11-12,5,1,5,5,36
2014-11-12,6,1,5,6,33
2014-11-12,7,1,6,6,38
2014-11-12,8,1,7,8,42
2014-11-12,9,1,9,10,51
2014-11-12,10,1,10,12,54
2014-11-12,11,1,9,11,51
2014-11-12,12,1,12,14,50
2014-11-12,13,1,10,11,56
2014-11-12,14,1,6,7,61
2014-11-12,15,1,6,7,58
2014-11-12,16,1,6,7,59
2014-11-12,17,1,8,9,54
2014-11-12,18,1,12,12,47
2014-11-12,19,1,7,7,59
2014-11-12,20,1,6,6,61
2014-11-12,21,1,2,2,67
2014-11-12,22,1,2,2,60
2014-11-12,23,1,2,2,56
2014-11-12,24,1,2,2,55
2014-11-13,1,1,4,5,48
2014-11-13,2,1,4,5,48
2014-11-13,3,,,,50
2014-11-13,4,1,2,2,
2014-11-13,5,1,2,2,46
2014-11-13,6,1,2,2,49
2014-11-13,7,1,4,4,45
2014-11-13,8,1,4,5,47
2014-11-13,9,1,7,7,43
2014-11-13,10,1,7,8,39
2014-11-13,11,1,5,6,44
2014-11-13,12,1,9,10,42
2014-11-13,13,1,14,17,35
2014-11-13,14,3,22,26,26
2014-11-13,15,2,18,21,28
2014-11-13,16,3,22,26,22
2014-11-13,17,4,24,30,10
2014-11-13,18,5,22,29,4
2014-11-13,19,2,18,22,7
2014-11-13,20,2,19,23,7
2014-11-13,21,2,17,21,7
2014-11-13,22,1,14,17,7
2014-11-13,23,1,14,16,6
2014-11-13,24,1,12,14,7
2014-11-14,1,1,12,13,6
2014-11-14,2,1,8,9,10
2014-11-14,3,,,,5
2014-11-14,4,1,8,10,
2014-11-14,5,1,7,8,11
2014-11-14,6,1,8,10,8
2014-11-14,7,2,9,13,4
2014-11-14,8,11,13,30,2
2014-11-14,9,14,15,36,6
2014-11-14,10,7,15,27,13
2014-11-14,11,8,17,29,15
2014-11-14,12,4,10,16,30
2014-11-14,13,2,8,11,39
2014-11-14,14,2,8,11,45
2014-11-14,15,1,10,12,46
2014-11-14,16,1,19,21,38
2014-11-14,17,3,27,31,20
2014-11-14,18,1,23,25,13
2014-11-14,19,1,24,27,11
2014-11-14,20,1,24,26,9
2014-11-14,21,4,24,30,4
2014-11-14,22,3,21,26,5
2014-11-14,23,1,15,16,7
2014-11-14,24,1,12,13,8
2014-11-15,1,1,10,11,9
2014-11-15,2,1,10,12,8
2014-11-15,3,,,,11
2014-11-15,4,1,12,13,
2014-11-15,5,1,14,15,11
2014-11-15,6,1,16,17,10
2014-11-15,7,1,27,29,9
2014-11-15,8,1,27,29,13
2014-11-15,9,1,17,19,27
2014-11-15,10,1,17,19,31
2014-11-15,11,1,14,16,37
2014-11-15,12,1,17,20,33
2014-11-15,13,2,18,21,33
2014-11-15,14,1,16,18,39
2014-11-15,15,1,14,16,41
2014-11-15,16,1,14,15,45
2014-11-15,17,1,10,11,54
2014-11-15,18,1,6,6,60
2014-11-15,19,1,4,5,65
2014-11-15,20,1,2,2,68
2014-11-15,21,1,2,2,69
2014-11-15,22,1,2,2,68
2014-11-15,23,1,2,2,66
2014-11-15,24,1,2,2,72
2014-11-16,1,1,2,2,69
2014-11-16,2,1,4,4,58
2014-11-16,3,,,,47
2014-11-16,4,1,2,2,
2014-11-16,5,1,2,2,40
2014-11-16,6,1,2,2,42
2014-11-16,7,1,2,2,40
2014-11-16,8,1,2,4,40
2014-11-16,9,1,5,6,39
2014-11-16,10,1,8,11,29
2014-11-16,11,1,5,6,52
2014-11-16,12,1,2,5,64
2014-11-16,13,1,2,2,68
2014-11-16,14,1,2,2,73
2014-11-16,15,1,2,2,65
2014-11-16,16,1,6,6,59
2014-11-16,17,1,10,11,46
2014-11-16,18,1,9,9,49
2014-11-16,19,1,12,12,35
2014-11-16,20,1,14,15,29
2014-11-16,21,1,18,20,27
2014-11-16,22,1,12,12,28
2014-11-16,23,1,11,12,35
2014-11-16,24,1,10,11,44
2014-11-17,1,1,8,9,45
